# id,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,class
2.100000000000000000e+01,1.259525805064197534e+00,2.418312276498335578e+00,1.357826983351898775e+00,4.589331764478119524e-01,1.223759006445379827e+00,-5.766737852062263636e-01,3.388757822311166956e-01,2.287218779726952533e+00,7.577488576574769041e-01,1.283988264873984431e+00,1.000000000000000000e+00
2.200000000000000000e+01,-1.703727336708538598e+00,-1.804414190700355691e+00,-3.134507035397961161e+00,-9.814955440599238967e-01,1.720078254005422913e+00,6.526442433279142641e-01,1.731014743377394804e+00,-1.526535691994683086e+00,-1.754950117275664301e+00,-4.056262664177116228e+00,0.000000000000000000e+00
2.300000000000000000e+01,-7.131372334534023805e-02,1.659574328673769639e+00,3.925859521783428008e+00,2.114707468026119308e+00,-2.295107514729017861e-01,4.891641742809077487e-01,-7.601324272547692606e-01,1.385466757551137684e+00,2.100090458545770922e+00,1.987943651786812760e+00,1.000000000000000000e+00
2.400000000000000000e+01,5.800326593146913901e-01,2.389264826626022131e+00,-2.642109057507283421e+00,-6.610816141836987070e-01,-1.512194927907458020e+00,-2.274531225682526525e+00,1.630602343544481414e+00,4.611233249649542287e-01,-3.311310087623075216e+00,1.076769874020286011e+00,0.000000000000000000e+00
2.500000000000000000e+01,1.142871064975090167e+00,2.320433405974822172e-01,-5.309597641626436548e+00,-3.446888769304569777e+00,3.760655206877505652e-01,-2.249839070697439158e+00,1.052018500587138750e+00,2.572394194856142402e-01,-3.010784685633544733e+00,-3.096138580036917887e-01,0.000000000000000000e+00
2.600000000000000000e+01,6.319749694911011018e-01,-8.085930994926675552e-01,-2.031307552230014135e+00,9.025012797097058392e-01,2.408278021673529778e+00,1.370172257372577640e+00,3.242999131710560423e+00,-1.500822951335338384e+00,-2.144895479878313971e+00,-5.562194246006948894e+00,1.000000000000000000e+00
2.700000000000000000e+01,-1.487885338228771115e+00,-8.871898663343000813e-01,1.884023083594384085e+00,2.513806076136245071e+00,-1.510459429845684376e+00,1.484200500239122311e+00,3.221020031350411150e-01,-1.942999379529074755e+00,-5.252254695488067782e-02,-1.216321666026308090e+00,1.000000000000000000e+00
2.800000000000000000e+01,1.177566035922800847e+00,1.542517122631315685e+00,1.454823321738583530e+00,1.380172815326060398e+00,4.112552756519777253e-01,1.297740343903449611e-01,7.346576595876149751e-01,8.513708643716032531e-01,1.805737341553945718e-01,1.092243308374325483e-01,1.000000000000000000e+00
2.900000000000000000e+01,-8.003723812333568555e-02,-2.259629626832998284e+00,-2.102296785200772788e+00,-1.846685243489053940e+00,3.070601070237939378e-01,1.575021173788981876e-01,-6.187821907204478222e-01,-1.113578006215564686e+00,-1.623431311477048222e-01,-1.064170131603209279e+00,0.000000000000000000e+00
3.000000000000000000e+01,-6.138544201060513322e-02,-1.449588895123586241e+00,1.983435340059717666e-01,2.373843999611182642e-01,5.980895325541953911e-01,1.074869185708353436e+00,-8.263443060102421134e-02,-9.058019985202037105e-01,5.439747946842268256e-01,-1.528082427666860754e+00,1.000000000000000000e+00
3.100000000000000000e+01,5.672206755911621823e-01,2.885958815733770777e+00,-4.101169180179141449e+00,-1.651753674238865432e+00,-4.129921387971458913e+00,-3.912566283121738042e+00,1.087711107897310292e+00,1.220937518225850837e-01,-4.841890209209462448e+00,3.372221390717447420e+00,1.000000000000000000e+00
3.200000000000000000e+01,-1.253978120596423773e+00,-3.472835194128081060e-01,-3.950216155110486405e+00,-1.223597502374214052e+00,2.223868224931246917e+00,-1.756590245201523626e-01,2.692410304705798119e+00,-6.028852216379501083e-01,-2.712665249074485363e+00,-3.935246883382581551e+00,0.000000000000000000e+00
3.300000000000000000e+01,8.236645477111358415e-01,7.802997872710830674e-01,-2.482056587211736443e-01,2.880032575733937339e-01,1.533431144886585606e-01,-2.488132875694826773e-01,7.538926562731679271e-01,2.506104108624411797e-01,-6.639066833220002017e-01,-2.628281242605793322e-01,0.000000000000000000e+00
3.400000000000000000e+01,2.896720478508046370e-01,-2.350594338166484665e+00,4.677337499678707600e-01,-2.310512691743585201e+00,-1.938337394734388486e-01,7.390738076457092909e-02,-3.453948296389623085e+00,2.257101850542029275e-01,2.893338963096028671e+00,2.380918472054629476e+00,0.000000000000000000e+00
3.500000000000000000e+01,1.481200800333452250e+00,-1.005557529347937740e+00,-1.145381015829338267e+00,-1.215238505145386227e+00,1.239928012309131189e+00,1.642427544080335977e-01,-1.470123535165710482e-01,-1.177950915654280006e-02,2.632000312705481404e-01,-9.408209918620178414e-01,0.000000000000000000e+00
3.600000000000000000e+01,2.294655470462704017e+00,1.400446212592704187e+00,-3.030705397254620070e+00,-1.715669808756556280e+00,-7.102631865665293143e-01,-2.090690841043874926e+00,8.744555438200515285e-01,5.807421319581451691e-01,-2.460125490022607941e+00,9.720913955377776805e-01,0.000000000000000000e+00
3.700000000000000000e+01,-7.495596052055617520e-01,1.459418085556214217e+00,-1.523643906371852097e+00,-1.007568345155486211e-01,-1.089675090047521611e+00,-1.275453962102844230e+00,1.181955107239200053e+00,6.071966137275508490e-02,-2.201408678154940901e+00,4.363479514260428793e-01,0.000000000000000000e+00
3.800000000000000000e+01,1.549592589749517302e+00,-7.845310627246138147e-01,1.354540269745621028e-01,-1.940321446572476516e+00,1.622836534601188596e+00,-8.800210673233876957e-02,-1.801731043770357754e+00,1.364446935449313614e+00,2.250090698643893550e+00,1.177681760489618146e+00,0.000000000000000000e+00
3.900000000000000000e+01,-9.471440681636881243e-01,-6.752071922513074309e-01,-7.773307504541662194e-01,-2.732341573898304787e+00,2.161468930960332990e+00,-4.778846101090430398e-01,-1.656157617366832202e+00,1.728012910237558319e+00,1.979986945135538523e+00,1.098243755685994305e+00,0.000000000000000000e+00
4.000000000000000000e+01,4.160025439739214459e-01,6.696380543218113379e-01,-1.345338817928734665e+00,-7.018024745043949242e-02,6.237932271254132965e-01,-3.408690647749675895e-01,1.430631026803470762e+00,4.682692517615727468e-02,-1.432958134877857059e+00,-1.228377099468829670e+00,0.000000000000000000e+00
4.100000000000000000e+01,-1.021829602765888856e+00,-1.108185316172091817e+00,-4.266917339996879610e-01,-1.999086391058593648e+00,1.917976264399067876e+00,8.421032893304691846e-02,-1.373244944012641078e+00,1.002588603290718750e+00,1.840080229312301086e+00,2.928897956347729092e-01,0.000000000000000000e+00
4.200000000000000000e+01,-3.109075548647747267e-01,4.416081106009808188e-01,8.395016270506150402e-01,1.334183489854006144e-01,-1.462512369600979856e+00,-5.007370153037972171e-01,-9.383224460538670542e-01,2.024408609928664005e-01,3.528714152372738333e-01,1.995536370763961509e+00,0.000000000000000000e+00
4.300000000000000000e+01,1.903147473425798486e+00,-3.336022431219156648e-01,1.046399725488986188e-01,2.194551798091293193e-02,-9.055196747742917385e-01,-5.813468851497482354e-02,-4.455850369713458825e-01,-4.396830128182358521e-01,-2.457981259232233651e-02,5.337893622504701341e-01,0.000000000000000000e+00
4.400000000000000000e+01,-1.483117858387216881e+00,1.206539284722465855e+00,-6.918466842855035548e-01,-1.162989424208848988e+00,-3.002436789617684010e-01,-1.373602893696468374e+00,-4.309097938004551875e-01,1.256088719793431618e+00,-2.183161206168191537e-01,1.995767449606338229e+00,0.000000000000000000e+00
4.500000000000000000e+01,-1.090424051635015684e-01,8.590716446298223286e-01,-1.213780655469178349e+00,-1.393770441028036267e+00,-2.619136850183167109e+00,-2.009756161636444105e+00,-1.080755522345508979e+00,3.130716047427176130e-01,-1.043024758904348204e+00,3.339827335675938702e+00,0.000000000000000000e+00
4.600000000000000000e+01,-2.148474637896961026e-01,-2.495179467459768041e+00,-1.710697661037092976e+00,1.006488172564462547e-01,-9.986542866084497927e-01,9.287808097739826962e-01,5.973870827247952375e-01,-2.846910877169664289e+00,-1.508128499792123378e+00,-2.639209033796828585e+00,1.000000000000000000e+00
4.700000000000000000e+01,8.883986732114584894e-01,-9.958749482801687591e-02,-2.511220064803010854e-01,2.582828971937004781e+00,-4.603156167430413337e-01,1.196608066460380204e+00,2.732405235134075738e+00,-2.170162299512061299e+00,-2.382925891798655549e+00,-3.645110314891126801e+00,1.000000000000000000e+00
4.800000000000000000e+01,1.760041477957451583e+00,9.069885517361975236e-02,-1.524157043211611162e+00,-4.791697224548181477e-01,-1.136876702612737100e+00,-7.538465427099882987e-01,4.317710685738922471e-01,-6.141619680969887529e-01,-1.557525236277619740e+00,1.319246716367543648e-01,0.000000000000000000e+00
4.900000000000000000e+01,2.006399923700808774e+00,2.534217636684665820e-02,-1.005104385832658265e+00,4.108565544150731830e-01,1.542189830251526006e+00,5.336672069422520037e-01,1.788234527478612890e+00,-3.315754580226419335e-01,-1.063956373077219020e+00,-2.690823183005927710e+00,1.000000000000000000e+00
5.000000000000000000e+01,3.295439865283528724e-01,1.007520788899783248e+00,-4.565462658160063469e+00,-3.803014987384268686e+00,-8.935234671888436786e-02,-2.900757960175157191e+00,9.336553021395785357e-02,1.265417487686358422e+00,-2.234569081115603595e+00,1.759734007722601357e+00,0.000000000000000000e+00
5.100000000000000000e+01,2.070105953372506913e-01,1.663101393401215988e+00,3.357103813624581434e+00,1.775878887971388265e+00,1.496411318269618818e+00,7.508608121315627493e-01,-6.711572584072844627e-02,1.832862404994224370e+00,2.145986632129303295e+00,6.337360875690647433e-01,1.000000000000000000e+00
5.200000000000000000e+01,-6.211407408872673397e-01,-1.240042907730046995e+00,-1.322846994506015950e+00,-1.401155679275153387e+00,2.108373842521866770e-01,-1.123753445775048654e-01,-5.881328139499997221e-01,-3.996005264676590896e-01,4.248802902136183945e-02,-2.248083844890518268e-01,0.000000000000000000e+00
5.300000000000000000e+01,-9.844509749497218909e-01,2.463813327285617749e+00,2.486753045089717951e-03,-6.627458045417677912e-02,-3.103677545884520050e-01,-1.425968940666974882e+00,4.386918726094211629e-01,1.646840894812850120e+00,-6.601568687864580731e-01,1.912434753915033925e+00,0.000000000000000000e+00
5.400000000000000000e+01,-1.433385725456555626e+00,-4.341036636345513289e-01,3.853943147934405733e+00,1.959750259104974912e+00,6.919860872709373556e-01,1.773966212046249380e+00,-1.078635755526739626e+00,2.835565080183116149e-01,2.902599762945524464e+00,1.040759853103352395e-01,1.000000000000000000e+00
5.500000000000000000e+01,-3.037745789869999435e-01,5.613600464771986154e-01,1.117587985506749426e+00,-5.471262488831672988e-01,-1.383553995705794071e+00,-8.575104276130758318e-01,-1.827370724278248648e+00,9.258242348635701280e-01,1.175997152447283645e+00,3.251142023155740191e+00,0.000000000000000000e+00
5.600000000000000000e+01,2.360472725207056754e+00,1.458929333968094655e+00,9.376171606647096812e-01,7.054419457794094406e-01,1.268633231134638661e+00,2.840659846473925221e-02,7.264949447677047090e-01,1.270216354814158732e+00,3.699613255538443113e-01,-1.209215324268112512e-01,0.000000000000000000e+00
5.700000000000000000e+01,1.866971619002597116e+00,-1.660955458205417123e+00,-1.900801703916129015e-01,-1.200820706065142351e+00,-2.952646195945451968e-01,1.752833635328151507e-01,-1.603444993268048568e+00,-4.380019332168951784e-01,1.104981464385640155e+00,6.854106020350585471e-01,0.000000000000000000e+00
5.800000000000000000e+01,1.733552707355283107e-01,-1.590338181722604327e+00,1.082174387500699719e+00,4.420079066588284977e-01,-1.061070808728764137e+00,8.670587694529147127e-01,-1.193189587202273305e+00,-1.184678035745977853e+00,9.958721768796093832e-01,1.817396972802454158e-01,1.000000000000000000e+00
5.900000000000000000e+01,-1.234616907416879350e+00,2.604430587015851284e+00,3.272270155773258526e+00,1.478258373012772742e+00,8.997703758923331074e-01,-7.388295933439037455e-02,-2.687090931648653536e-01,2.488594006074670073e+00,1.905397688875225981e+00,2.029094454962468319e+00,1.000000000000000000e+00
6.000000000000000000e+01,-8.606660272758229757e-01,-1.211123800484111168e+00,-1.529480780951323782e+00,3.572089662756616324e+00,2.006381508724424112e+00,2.858467464550265902e+00,5.376055668085095718e+00,-3.572029634837329937e+00,-3.688447162144273150e+00,-8.847009955076263310e+00,1.000000000000000000e+00
6.100000000000000000e+01,6.202547351945925103e-01,8.137328095003488748e-01,1.901615502873937880e+00,1.971946013018076371e+00,6.842842614231368081e-01,9.324752055137872642e-01,8.851360683550156816e-01,2.107233696414290147e-01,4.518308738196470387e-01,-9.793271237287684006e-01,1.000000000000000000e+00
6.200000000000000000e+01,1.373219736034592409e-01,1.396059452585804328e+00,-5.793663895162506350e-01,-7.356616719534027071e-01,3.569191204583248567e-01,-1.063073693361168637e+00,1.836205527346378430e-01,1.308264883006775348e+00,-3.314130448822114605e-01,1.122940665919940129e+00,0.000000000000000000e+00
6.300000000000000000e+01,-4.851127640513400174e-01,-9.201276346232947212e-01,-1.465137855800226596e+00,-1.889288935902853517e+00,5.374859813931001096e-01,-4.482616117524610422e-01,-7.912528461820115266e-01,1.921452449768509263e-01,2.637507852322391599e-01,2.957292646585434337e-01,0.000000000000000000e+00
6.400000000000000000e+01,-4.428985102023512699e-01,-7.217230003496878377e-01,-3.323929957369958110e+00,-4.164180926939669014e-01,1.095201562496067593e-01,-1.098460229226373430e-01,2.220248582665805603e+00,-1.718990697256168820e+00,-3.056865040147878965e+00,-3.141120547787957129e+00,1.000000000000000000e+00
6.500000000000000000e+01,1.125461995408016058e+00,-1.797871193006008506e+00,-2.497682309717849769e+00,1.817965116756589783e+00,2.943165575323020811e+00,2.461215614460395162e+00,4.521592310513379509e+00,-2.908948313393643570e+00,-2.988579365662237919e+00,-8.352545888721474299e+00,1.000000000000000000e+00
6.600000000000000000e+01,3.967517966916221939e-01,-1.986307939173491466e+00,-2.074868722806228583e+00,-1.805516290606734575e+00,3.780256706151190471e-01,5.602408043062023779e-02,-5.076774085994002483e-01,-9.245901559792083502e-01,-2.201678571672971430e-01,-9.742244571895797289e-01,1.000000000000000000e+00
6.700000000000000000e+01,-2.280179112830558741e-01,2.507762975222455282e+00,3.493962636949732303e+00,5.589372315554472781e-01,-2.364191789681891365e+00,-1.385531186206849563e+00,-2.511815431540808774e+00,2.304887276872388924e+00,2.144855686599007605e+00,5.938932964886664223e+00,1.000000000000000000e+00
6.800000000000000000e+01,-1.876312718709972349e-01,-3.524183458367097233e-01,4.158737616131777948e+00,2.281760283481259144e+00,-2.976243625418743211e+00,8.851241920320683798e-01,-2.184048042406852019e+00,-7.428774872841460430e-01,2.116302862844841037e+00,2.740164249241520800e+00,1.000000000000000000e+00
6.900000000000000000e+01,-2.015523024781596395e-01,3.249683682784452188e-01,1.367532661349613488e+00,1.363021414159727662e+00,-4.170427054382197518e-01,5.239668427921840843e-01,2.156459433076026722e-01,-2.325305560572106800e-01,2.276662642821498661e-01,-1.111231940497031667e-01,1.000000000000000000e+00
7.000000000000000000e+01,-5.892224850142118164e-01,-1.620043244838555552e+00,-5.083549200772856658e+00,-1.079457206689630855e+00,3.019969171847107781e+00,6.888508201451893909e-01,3.742508081045261115e+00,-1.890536618283017889e+00,-3.537641762043265192e+00,-6.642998027995959731e+00,0.000000000000000000e+00
7.100000000000000000e+01,5.561487837401198897e-01,-2.321532756532866504e+00,-2.795690554090095148e+00,-1.275531360871609454e+00,-2.714714224978738155e-01,2.483403590978130460e-01,3.558934977715783043e-01,-2.048315261413297339e+00,-1.478726282820336690e+00,-2.150440858214413886e+00,1.000000000000000000e+00
7.200000000000000000e+01,-1.824187318969799076e-01,-1.383339416122137289e+00,-6.145754047081434246e-01,1.312988082952548652e+00,1.223784322192685625e+00,1.680104735907983926e+00,1.946939658817723018e+00,-1.846304091896348254e+00,-1.055757737142676067e+00,-4.269482628216250575e+00,1.000000000000000000e+00
7.300000000000000000e+01,1.191814896002094670e+00,8.597515077248951698e-01,1.308601645165438088e-01,-1.317655345405026157e+00,1.225702025891736380e+00,-7.588724182042543287e-01,-8.697578238300999187e-01,1.928877633494493704e+00,1.234616685331904273e+00,1.638895305613006226e+00,0.000000000000000000e+00
7.400000000000000000e+01,-2.946822032753929066e-01,1.078756195936139806e+00,-4.711540073691697472e+00,-4.027586938307426756e+00,6.820887191330047283e-01,-2.847213345700234655e+00,2.530293123447497905e-01,1.616223525725898336e+00,-2.057679245470288798e+00,1.407295533893638595e+00,0.000000000000000000e+00
7.500000000000000000e+01,-3.099726919997558561e-01,1.033609975383144919e+00,-5.750384136374956379e-01,2.879096143877968306e-01,6.391314299368306973e-01,-2.767062929209895827e-01,1.251492119906418843e+00,4.021241209255760340e-01,-9.723553402024766035e-01,-7.778517551220802684e-01,1.000000000000000000e+00
7.600000000000000000e+01,3.683472471368445800e-01,9.110054755444815244e-01,-6.076814757211650431e-01,4.349969861410307725e-01,1.161124555602173647e+00,6.499771683424082624e-03,1.573630438677011689e+00,3.385217587601314637e-01,-9.715832055044071325e-01,-1.489223370335778451e+00,1.000000000000000000e+00
7.700000000000000000e+01,6.083343558527307821e-02,-5.348049978776576729e-01,2.231637398043352594e+00,5.552813657999646768e-01,1.109259295337845508e-01,8.043822376035041355e-01,-1.395334872373081403e+00,3.096041094593442455e-01,2.144149132998760976e+00,9.223595798922208377e-01,0.000000000000000000e+00
7.800000000000000000e+01,-1.738297570381228119e-02,6.425140284783289468e-01,7.750947400700045620e-01,2.687890221103873323e+00,-2.947151662341362943e-01,9.999444853118726328e-01,2.216900086201327280e+00,-1.214048119556977223e+00,-1.510606481077267693e+00,-2.457742744772995369e+00,1.000000000000000000e+00
7.900000000000000000e+01,5.703557107944356996e-02,1.254825101273535859e+00,9.734574455993423303e-01,8.430079088450312952e-01,1.110113748951363277e+00,1.642550383721416152e-01,7.371834712663020150e-01,1.005678189206887119e+00,3.175171969675301131e-01,-2.950692527756322847e-01,0.000000000000000000e+00
8.000000000000000000e+01,8.934104602486376834e-01,9.178064587427059440e-01,1.988152241273544174e-01,1.381319240307955720e+00,-6.582210193170570101e-01,4.059489651501846375e-02,1.286674735125706182e+00,-4.533215126548331142e-01,-1.262080064746976316e+00,-6.970073538199277330e-01,1.000000000000000000e+00
8.100000000000000000e+01,-1.940649566868523967e+00,-1.255437409794397663e-01,1.429153317007135326e+00,1.261820847856292005e-01,-2.677000828246963060e+00,-4.912715770445604813e-01,-1.982234548051943435e+00,-2.322807853481406171e-01,8.663978407873503818e-01,3.118011360283213129e+00,0.000000000000000000e+00
8.200000000000000000e+01,4.836636099250452014e-01,1.436916026692566462e+00,9.611643677278141062e-01,6.099869059090416989e-01,1.252937182089247425e+00,-1.009683247895959424e-02,5.963718580447987527e-01,1.330703654410271719e+00,4.726806961679503871e-01,3.550269581815213016e-02,1.000000000000000000e+00
8.300000000000000000e+01,-1.633863386238830540e+00,4.656122046972915873e-01,-1.852764397152595333e+00,-5.620698111557560495e-01,1.490068467767578841e+00,-2.831381785253850314e-01,1.578165171792775823e+00,2.587661473791081357e-01,-1.343284829208478692e+00,-1.794067717869022971e+00,1.000000000000000000e+00
8.400000000000000000e+01,-3.533978210957564592e-01,1.618434136489429687e+00,6.428710893649562941e-01,-2.140283103915969320e+00,-2.383302047706031601e+00,-2.545119464124721453e+00,-3.157232009451903298e+00,2.301944335861176416e+00,1.409628589049062297e+00,6.497551848038617628e+00,0.000000000000000000e+00
8.500000000000000000e+01,-4.022848996151801582e-01,-1.469096673333096792e-01,2.809019895024980951e+00,1.742443611898658595e+00,-2.113663933516441329e+00,6.214791655627597278e-01,-1.276420952488825922e+00,-6.124582303333839794e-01,1.223657013579631414e+00,1.699766640018121722e+00,0.000000000000000000e+00
8.600000000000000000e+01,4.566113355901162962e-01,-6.611669263472950142e-01,2.912751206178980645e+00,9.239289295746377917e-01,1.607698408803587942e+00,1.543633645702538804e+00,-1.123372023732170266e+00,6.818327852120174004e-01,2.967914287924596994e+00,-1.535978117950769217e-01,1.000000000000000000e+00
8.700000000000000000e+01,1.084525883954907233e+00,-9.051509262764693142e-01,2.043205446489860577e+00,1.063310905632397940e+00,-1.275508266587139783e+00,8.463992512119906664e-01,-1.253771484460156183e+00,-7.725752349116266071e-01,1.319261737813293145e+00,8.183610826805601812e-01,1.000000000000000000e+00
8.800000000000000000e+01,-1.588152175284001322e+00,-1.456520202390983121e+00,5.351991236445176048e-01,1.007924485885957955e+00,2.256400824394682925e+00,1.965872884176359969e+00,9.815519865821450418e-01,-8.588746186890745538e-01,6.848376882424973555e-01,-3.552229201449251583e+00,1.000000000000000000e+00
8.900000000000000000e+01,-6.492329585827156559e-03,-8.088803372379358425e-01,-8.637117361671363680e-01,-9.790097071245345006e-01,-1.370440763915796945e+00,-5.319941419501458268e-01,-9.463638823650027954e-01,-6.224048443424835542e-01,-2.679965476055881091e-01,1.076113365781398823e+00,0.000000000000000000e+00
9.000000000000000000e+01,-1.041271570154643555e+00,1.473631747915492118e+00,6.858994560067444013e-01,1.490308570731202709e+00,-5.230288177411809292e-01,-1.149187966656617377e-01,1.172895941840656153e+00,1.122172482075602939e-01,-9.347572384888322983e-01,-1.294406187348078330e-01,1.000000000000000000e+00
9.100000000000000000e+01,3.107052303142379124e-01,3.830304008631281842e+00,-1.801500966245442648e+00,-4.264154404852239511e-01,-2.333247883353278151e+00,-3.072574644583063286e+00,1.256091240480116111e+00,1.447085594393092478e+00,-3.150844691693074129e+00,3.089941628891076597e+00,0.000000000000000000e+00
9.200000000000000000e+01,-1.649536730412053842e+00,-1.191505298079429842e+00,5.225466303086535591e-01,5.071552887903001405e-01,1.228308468956873512e-01,9.700527530023496103e-01,-1.659417375732955557e-01,-9.007934088580227261e-01,5.062590146924237366e-01,-1.079749226361204517e+00,0.000000000000000000e+00
